Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Number of patrons,x coordinate,y coordinate,Location
2005,217,103102,103102,171-175 Elgin Street,Carlton,Pugg Mahones,500,144.9687079,-37.79750574,"(-37.79750574, 144.9687079)"
2005,345,103402,103402,33 Errol Street,North Melbourne,Townhall Hotel North Melbourne,220,144.9489068,-37.80414139,"(-37.80414139, 144.9489068)"
2005,255,101593,101593,91-95 Cardigan Street,Carlton,Hotel Lincoln,50,144.9645057,-37.80448528,"(-37.80448528, 144.9645057)"
2005,228,101450,101450,223-227 Canning Street,Carlton,Dan O'Connell Hotel,600,144.9733817,-37.79303229,"(-37.79303229, 144.9733817)"
2005,347,110920,110920,161-163 Errol Street,North Melbourne,Limerick Castle Hotel & Restaurant,50,144.9496139,-37.80114341,"(-37.80114341, 144.9496139)"
2005,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),The Meeting Place,250,144.9614724,-37.81124935,"(-37.81124935, 144.9614724)"
2005,377,102236,102236,56-58 Courtney Street,North Melbourne,The Castle Hotel,317,144.953035,-37.8008985,"(-37.8008985, 144.953035)"
2005,376,508976,110862,42 Courtney Street,North Melbourne,Metropolitan Hotel,120,144.9540178,-37.80139544,"(-37.80139544, 144.9540178)"
2005,25,103964,103964,30-44 Manchester Lane,Melbourne (CBD),Manchester Lane,250,144.9662007,-37.81642646,"(-37.81642646, 144.9662007)"
2005,17,587492,103921,91-93 Flinders Lane,Melbourne (CBD),Returned & Services League - Melbourne Sub-branch,90,144.9712228,-37.81543506,"(-37.81543506, 144.9712228)"
2005,31,102113,102113,546-566 Collins Street,Melbourne (CBD),Nero Bar,80,144.9558446,-37.81824465,"(-37.81824465, 144.9558446)"
2005,13,106435,106435,21-31 Market Street,Melbourne (CBD),The Trust Bar,100,144.9604206,-37.81864585,"(-37.81864585, 144.9604206)"
2005,66,105878,105878,242-244 Little Bourke Street,Melbourne (CBD),Shanghai Club,209,144.965603,-37.81213633,"(-37.81213633, 144.965603)"
2005,14,103946,103946,313-315 Flinders Lane,Melbourne (CBD),Mack Daddy Soprano,100,144.9638507,-37.81763918,"(-37.81763918, 144.9638507)"
2005,66,108547,108547,199-203 Russell Street,Melbourne (CBD),Exford Hotel,300,144.9673406,-37.81179179,"(-37.81179179, 144.9673406)"
2005,48,105968,105968,62-66 Little Collins Street,Melbourne (CBD),Bridie O'Reillys,285,144.971442,-37.81280958,"(-37.81280958, 144.971442)"
2005,48,108983,108983,103-137 Spring Street,Melbourne (CBD),Hard Rock Cafe,500,144.9729245,-37.81199351,"(-37.81199351, 144.9729245)"
2005,48,101113,101113,59-63 Bourke Street,Melbourne (CBD),Asuka Restaurant,150,144.9715659,-37.81212537,"(-37.81212537, 144.9715659)"
2005,58,105828,105828,19-25 Little Bourke Street,Melbourne (CBD),Cheers On Little Bourke Street,350,144.9719903,-37.81074304,"(-37.81074304, 144.9719903)"
2005,48,101109,101109,39-43 Bourke Street,Melbourne (CBD),Spleen Central,100,144.9720472,-37.81193572,"(-37.81193572, 144.9720472)"
2005,48,503031,503031,19-23 Meyers Place,Melbourne (CBD),Loop 23 ,150,144.9721078,-37.8121518,"(-37.8121518, 144.9721078)"
2005,58,101238,101238,2-8 Bourke Street,Melbourne (CBD),Imperial Hotel,300,144.972676,-37.8112003,"(-37.8112003, 144.972676)"
2005,87,101023,101023,25 Bennetts Lane,Melbourne (CBD),Bennetts Lane Jazz Club,300,144.967558,-37.80889245,"(-37.80889245, 144.967558)"
2005,66,108550,108550,213-217 Russell Street,Melbourne (CBD),Enka Karaoke Bar,80,144.9672365,-37.81156167,"(-37.81156167, 144.9672365)"
2005,35,109271,109271,125-133 Swanston Street,Melbourne (CBD),Hi Fi Bar & Ballroom,800,144.9658102,-37.81472467,"(-37.81472467, 144.9658102)"
2005,46,105964,105964,188-194 Little Collins Street,Melbourne (CBD),Gin Palace,150,144.9675807,-37.81390779,"(-37.81390779, 144.9675807)"
2005,56,101207,101207,184-186 Bourke Street,Melbourne (CBD),Hollywood Karaoke Bar,204,144.9676888,-37.81267583,"(-37.81267583, 144.9676888)"
2005,859,109512,109512,146W-150W Toorak Road,South Yarra,United Kingdom Settlers Association,100,144.9843706,-37.83764623,"(-37.83764623, 144.9843706)"
2005,760,108642,108642,497-503 St Kilda Road,Melbourne (Remainder),Cafe Dom - The Granite Bar,230,144.9790762,-37.84331737,"(-37.84331737, 144.9790762)"
2005,710,108617,108617,375-385 St Kilda Road,Melbourne (Remainder),Royce On St Kilda Road,120,144.9755139,-37.83506751,"(-37.83506751, 144.9755139)"
2005,861,102503,102503,161-173 Domain Road,South Yarra,Botanical Hotel,245,144.9816996,-37.83431735,"(-37.83431735, 144.9816996)"
2005,13,108058,108058,7-11 Queen Street,Melbourne (CBD),The Bliss Lounge,210,144.9619461,-37.81861863,"(-37.81861863, 144.9619461)"
2005,42,105392,105392,120-138 King Street,Melbourne (CBD),The Exchange Hotel,1240,144.9564078,-37.81703156,"(-37.81703156, 144.9564078)"
2005,33,105937,105937,435-443 Little Collins Street,Melbourne (CBD),Sou Sol,200,144.9600859,-37.81638558,"(-37.81638558, 144.9600859)"
2005,95,109315,109315,407-409 Swanston Street,Melbourne (CBD),Bunker Lounge Bar,92,144.9631797,-37.80895593,"(-37.80895593, 144.9631797)"
2005,37,102158,102158,86-88 Collins Street,Melbourne (CBD),Dr Martin's Tavern,261,144.9705847,-37.81393777,"(-37.81393777, 144.9705847)"
2005,32,102117,102117,500-514 Collins Street,Melbourne (CBD),Menzies Tavern,250,144.9574732,-37.81753383,"(-37.81753383, 144.9574732)"
2005,17,103924,103924,107-109 Flinders Lane,Melbourne (CBD),Bisq Cafeteria,200,144.9708344,-37.81560645,"(-37.81560645, 144.9708344)"
2005,72,110106,110106,263-267 William Street,Melbourne (CBD),Metropolitan Hotel,300,144.9565837,-37.81292397,"(-37.81292397, 144.9565837)"
2005,61,105716,105716,597-603 Lonsdale Street,Melbourne (CBD),The Men's Gallery,675,144.9544951,-37.81491898,"(-37.81491898, 144.9544951)"
2005,62,105384,105384,204-208 King Street,Melbourne (CBD),Great Western Hotel,390,144.9554836,-37.81521196,"(-37.81521196, 144.9554836)"
2005,115,103293,103293,502-504 Elizabeth Street,Melbourne (CBD),Stork Hotel,180,144.9603498,-37.80719768,"(-37.80719768, 144.9603498)"
2005,115,104103,104103,34-38 Franklin Street,Melbourne (CBD),Mac's Hotel,125,144.9616126,-37.80752292,"(-37.80752292, 144.9616126)"
2005,97,103615,103615,333-351 Exhibition Street,Melbourne (CBD),The Owl & The Pussycat ,100,144.9680267,-37.8078604,"(-37.8078604, 144.9680267)"
2005,78,103618,103618,242-284 Exhibition Street,Melbourne (CBD),Coopers Inn,400,144.9699756,-37.80941489,"(-37.80941489, 144.9699756)"
2005,753,110606,110380,3 Southgate Avenue,Southbank,Llama Bar,50,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2005,753,110606,110380,3 Southgate Avenue,Southbank,Mecca,200,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2005,753,110606,110380,3 Southgate Avenue,Southbank,Bear Brass,200,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2005,753,110606,110380,3 Southgate Avenue,Southbank,Saturne,100,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2005,753,110606,110380,3 Southgate Avenue,Southbank,P J O'Briens Irish Pub,300,144.9662623,-37.82066923,"(-37.82066923, 144.9662623)"
2005,807,108054,108054,40-56 Queens Bridge Street,Southbank,Crown Promenade Hotel,150,144.9597768,-37.8238538,"(-37.8238538, 144.9597768)"
2005,105,103301,103301,442-450 Elizabeth Street,Melbourne (CBD),Fluid Oz Bar,365,144.9608588,-37.8083077,"(-37.8083077, 144.9608588)"
2005,58,105657,105657,21 Liverpool Street,Melbourne (CBD),Double Happiness Bar,50,144.9712639,-37.81118056,"(-37.81118056, 144.9712639)"
2005,43,101152,101152,457-471 Bourke Street,Melbourne (CBD),Madisons Restaurant Bar Lounge,280,144.9601886,-37.81547268,"(-37.81547268, 144.9601886)"
2005,57,101216,101216,21-25 Croft Alley,Melbourne (CBD),The Croft Institute,250,144.9690881,-37.81206249,"(-37.81206249, 144.9690881)"
2005,11,103984,103984,566-580 Flinders Street,Melbourne (CBD),All Nations Bar,100,144.9553465,-37.82072034,"(-37.82072034, 144.9553465)"
2005,78,108991,108991,267-271 Spring Street,Melbourne (CBD),Elm's Family Hotel,200,144.9714481,-37.8086111,"(-37.8086111, 144.9714481)"
2005,43,108069,108069,131-141 Queen Street,Melbourne (CBD),The Turf Bar & Restaurant,527,144.9605409,-37.81549904,"(-37.81549904, 144.9605409)"
2005,58,103621,103621,174-192 Exhibition Street,Melbourne (CBD),CBD Cafe Bar,190,144.9706454,-37.81121462,"(-37.81121462, 144.9706454)"
2005,58,103621,103621,174-192 Exhibition Street,Melbourne (CBD),Rydges Melbourne Hotel,100,144.9706454,-37.81121462,"(-37.81121462, 144.9706454)"
2005,77,108573,108573,270 Russell Street,Melbourne (CBD),So'bar,90,144.9671591,-37.81011116,"(-37.81011116, 144.9671591)"
2005,87,108565,108565,312-318 Russell Street,Melbourne (CBD),Kivotos Cafe Bar,269,144.9668166,-37.80932575,"(-37.80932575, 144.9668166)"
2005,17,103925,103925,121-123 Flinders Lane,Melbourne (CBD),Velour,350,144.9705132,-37.81567009,"(-37.81567009, 144.9705132)"
2005,33,105933,105933,425-427 Little Collins Street,Melbourne (CBD),The Irish Times,170,144.9605354,-37.8162542,"(-37.8162542, 144.9605354)"
2005,105,109317,109317,427-433 Swanston Street,Melbourne (CBD),The Oxford Scholar Hotel,486,144.962901,-37.80846658,"(-37.80846658, 144.962901)"
2005,87,106057,106057,106 Little Lonsdale Street,Melbourne (CBD),Troika Bar,60,144.96859,-37.8091536,"(-37.8091536, 144.96859)"
2005,23,102098,102098,415-417 Collins Street,Melbourne (CBD),The Sherlock Holmes Inn,70,144.9608681,-37.81746814,"(-37.81746814, 144.9608681)"
2005,67,103605,103605,231-233 Exhibition Street,Melbourne (CBD),The Sen Bar,120,144.9695206,-37.81051104,"(-37.81051104, 144.9695206)"
2005,11,108971,108971,561-585 Flinders Lane,Melbourne (CBD),Holiday Inn On Flinders Melbourne,100,144.9551524,-37.82020482,"(-37.82020482, 144.9551524)"
2005,33,100727,100727,5-9 Bank Place,Melbourne (CBD),Mitre Tavern,300,144.9603112,-37.81680457,"(-37.81680457, 144.9603112)"
2005,67,108581,108581,226-236 Russell Street,Melbourne (CBD),Mai Tai Restaurant,170,144.9676444,-37.81098272,"(-37.81098272, 144.9676444)"
2005,57,101217,101217,124-128 Bourke Street,Melbourne (CBD),Welcome Stranger,350,144.9692645,-37.81207094,"(-37.81207094, 144.9692645)"
2005,11,103993,103993,508-514 Flinders Street,Melbourne (CBD),Waterside Hotel,324,144.9571505,-37.820166,"(-37.820166, 144.9571505)"
2005,11,108972,108972,10-22 Spencer Street,Melbourne (CBD),Explorers Inn,50,144.9552421,-37.82050677,"(-37.82050677, 144.9552421)"
2005,114,109493,109493,143-151 Therry Street,Melbourne (CBD),Mercat Cross Hotel,230,144.9583711,-37.80792152,"(-37.80792152, 144.9583711)"
2005,378,103818,103818,75-79 Flemington Road,North Melbourne,Redback Brewery Hotel,650,144.9533473,-37.79895071,"(-37.79895071, 144.9533473)"
2005,904,556742,556742,419-443 Royal Parade,Parkville,Vibe Hotel,96,144.958804,-37.78289944,"(-37.78289944, 144.958804)"
2005,74,106017,106017,391-393 Little Lonsdale Street,Melbourne (CBD),The Melbourne Room,175,144.9603411,-37.81187439,"(-37.81187439, 144.9603411)"
2005,658,110266,110266, Brunton Avenue,East Melbourne,Spotless Services,2545,144.9832828,-37.81992883,"(-37.81992883, 144.9832828)"
2005,267,106251,106251,66-88 Lygon Street,Carlton,Lagers On Lygon,80,144.9665747,-37.80530329,"(-37.80530329, 144.9665747)"
2005,369,103507,103507,86-90 Errol Street,North Melbourne,Court House Hotel,50,144.9499557,-37.80287733,"(-37.80287733, 144.9499557)"
2005,1103,558180,558180,122-148 Harbour Esplanade,Docklands,Locker Room Club Bar,500,144.9475776,-37.81656591,"(-37.81656591, 144.9475776)"
2005,66,109436,109436,27-29 Tattersalls Lane,Melbourne (CBD),Section 8 Container Bar,100,144.9653899,-37.81176167,"(-37.81176167, 144.9653899)"
2005,6,578324,573333,2 Swanston Street,Melbourne (CBD),Transport,900,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2005,6,578327,573333,2 Swanston Street,Melbourne (CBD),Zinc at Federation Square,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2005,270,104468,104468,156-292 Grattan Street,Parkville,University House,611,144.9612468,-37.79739836,"(-37.79739836, 144.9612468)"
2005,270,104468,104468,156-292 Grattan Street,Parkville,INU Bar & Restuarant,200,144.9612468,-37.79739836,"(-37.79739836, 144.9612468)"
2005,14,103165,103165,1-5 Elizabeth Street,Melbourne (CBD),Hosies Tavern,160,144.964608,-37.81805666,"(-37.81805666, 144.964608)"
2005,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),Club F4,380,144.9640121,-37.81488174,"(-37.81488174, 144.9640121)"
2005,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Cookie,300,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2005,74,106018,106018,395-397 Little Lonsdale Street,Melbourne (CBD),Horse Bazaar,158,144.9602499,-37.81190077,"(-37.81190077, 144.9602499)"
2005,327,102352,102352,171-173 Curzon Street,North Melbourne,Albion Hotel,150,144.9485505,-37.79889904,"(-37.79889904, 144.9485505)"
2005,218,106215,106215,298 Lygon Street,Carlton,Carlton Yacht Club Bar,60,144.9673764,-37.79998572,"(-37.79998572, 144.9673764)"
2005,218,106222,106222,270-276 Lygon Street,Carlton,University Hotel,111,144.9672432,-37.8005263,"(-37.8005263, 144.9672432)"
2005,227,576967,576967,184 Rathdowne Street,Carlton,Rathdowne Tavern ,100,144.9712295,-37.79476659,"(-37.79476659, 144.9712295)"
2005,424,109706,109706,297-307 Victoria Street,West Melbourne (Residential),Jawa Bar,40,144.9513664,-37.80562951,"(-37.80562951, 144.9513664)"
2005,6,578321,573333,2 Swanston Street,Melbourne (CBD),Lower House ,355,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2005,14,103172,103172,31-39 Elizabeth Street,Melbourne (CBD),The Green Room,225,144.9643316,-37.81741878,"(-37.81741878, 144.9643316)"
2005,14,103172,103172,31-39 Elizabeth Street,Melbourne (CBD),The Joint,329,144.9643316,-37.81741878,"(-37.81741878, 144.9643316)"
2005,54,109954,109954,15-19 Warburton Lane,Melbourne (CBD),Murmur,50,144.9618462,-37.81381239,"(-37.81381239, 144.9618462)"
2005,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Three Degrees,457,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2005,1108,573414,573414,788-812 Bourke Street,Docklands,Watermark Bar,300,144.9451224,-37.81888389,"(-37.81888389, 144.9451224)"
2005,55,101193,101193,338-352 Bourke Street,Melbourne (CBD),Juliet's Champagne Bar,60,144.9632879,-37.81360425,"(-37.81360425, 144.9632879)"
2005,6,578325,573333,2 Swanston Street,Melbourne (CBD),The big Group,350,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2005,36,102152,102152,162-168 Collins Street,Melbourne (CBD),Long Room,620,144.9678476,-37.81450301,"(-37.81450301, 144.9678476)"
2005,25,101789,101789,252-254 Flinders Lane,Melbourne (CBD),Red Rhythm,30,144.9655966,-37.8166033,"(-37.8166033, 144.9655966)"
2005,55,101193,101193,338-352 Bourke Street,Melbourne (CBD),L2 Cafe Bar,362,144.9632879,-37.81360425,"(-37.81360425, 144.9632879)"
2005,64,515538,515538,4-6 Goldie Place,Melbourne (CBD),Paris Cat Jazz Club,200,144.9608287,-37.81351769,"(-37.81351769, 144.9608287)"
2005,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Melbourne Central Lion Heart,550,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2005,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Kingpin Melbourne Central Pty Ltd,760,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2005,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hush Bar @ Melbourne Central,200,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2005,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hoyts Cinemas Limited,300,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2005,1101,108973,108973,93-161 Spencer Street,Docklands,Loco Bar,400,144.9523393,-37.81815358,"(-37.81815358, 144.9523393)"
2016,33,100727,100727,5-9 Bank Place,Melbourne (CBD),Mitre Tavern,300,144.9603112,-37.81680457,"(-37.81680457, 144.9603112)"
2016,33,100730,100730,12-16 Bank Place,Melbourne (CBD),Melbourne Savage Club,90,144.9605765,-37.81654467,"(-37.81654467, 144.9605765)"
2016,33,105936,105936,433 Little Collins Street,Melbourne (CBD),Dikstein's Corner Bar,145,144.9603413,-37.81631094,"(-37.81631094, 144.9603413)"
2016,33,105934,105934,429 Little Collins Street,Melbourne (CBD),Cafe De Tuscany,117,144.960452,-37.8162783,"(-37.8162783, 144.960452)"
2016,36,102152,102152,162-168 Collins Street,Melbourne (CBD),The Long Room,620,144.9678476,-37.81450301,"(-37.81450301, 144.9678476)"
2016,33,105937,105937,435-443 Little Collins Street,Melbourne (CBD),Marrakech Bar,200,144.9600859,-37.81638558,"(-37.81638558, 144.9600859)"
2016,71,105318,105318,277-287 King Street,Melbourne (CBD),Hotel Sophia,116,144.9541999,-37.81367535,"(-37.81367535, 144.9541999)"
2016,64,515538,515538,4-6 Goldie Place,Melbourne (CBD),Paris Cat Jazz Club,120,144.9608287,-37.81351769,"(-37.81351769, 144.9608287)"
2016,24,103174,103174,55-57 Elizabeth Street,Melbourne (CBD),Fiftyfive,88,144.9641302,-37.81697242,"(-37.81697242, 144.9641302)"
2016,84,103207,103207,315-321 Elizabeth Street,Melbourne (CBD),The Meeting Place,250,144.9614724,-37.81124935,"(-37.81124935, 144.9614724)"
2016,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Strike Bowling,370,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2016,66,635138,635138,13 Heffernan Lane,Melbourne (CBD),Union Electric,72,144.9665913,-37.81180178,"(-37.81180178, 144.9665913)"
2016,11,103993,103993,508-514 Flinders Street,Melbourne (CBD),Waterside Hotel,983,144.9571505,-37.820166,"(-37.820166, 144.9571505)"
2016,16,103938,103938,187 Flinders Lane,Melbourne (CBD),The Adelphi Hotel,80,144.9683751,-37.81635789,"(-37.81635789, 144.9683751)"
2016,17,574438,574438,84-94 Flinders Street,Melbourne (CBD),Eau-De-Vie ,150,144.9716757,-37.81587662,"(-37.81587662, 144.9716757)"
2016,35,105919,105919,267 Little Collins Street,Melbourne (CBD),Bar Americano,10,144.9656034,-37.81483458,"(-37.81483458, 144.9656034)"
2016,15,109257,109257,1-7 Swanston Street,Melbourne (CBD),Young & Jacksons,470,144.967023,-37.817356,"(-37.817356, 144.967023)"
2016,64,104376,104376,14-20 Goldie Place,Melbourne (CBD),Word,200,144.960731,-37.81328585,"(-37.81328585, 144.960731)"
2016,87,108567,108567,300 Russell Street,Melbourne (CBD),Jankara Japanese Bar,80,144.966904,-37.80951668,"(-37.80951668, 144.966904)"
2016,84,106037,106037,324-328 Little Lonsdale Street,Melbourne (CBD),Alchemist's Refuge,60,144.9599402,-37.81167474,"(-37.81167474, 144.9599402)"
2016,74,106018,106018,395-397 Little Lonsdale Street,Melbourne (CBD),Horse Bazaar,158,144.9602499,-37.81190077,"(-37.81190077, 144.9602499)"
2016,4,104034,104034,207-361 Flinders Street,Melbourne (CBD),Clocks At Flinders Street Station,300,144.9654659,-37.81866105,"(-37.81866105, 144.9654659)"
2016,11,108971,108971,561-585 Flinders Lane,Melbourne (CBD),Holiday Inn On Flinders Melbourne,100,144.9551524,-37.82020482,"(-37.82020482, 144.9551524)"
2016,33,102123,102123,446-452 Collins Street,Melbourne (CBD),Menzies Tavern Hotel,197,144.959442,-37.81730302,"(-37.81730302, 144.959442)"
2016,78,110721,580091,33-39 Little Lonsdale Street,Melbourne (CBD),The Fringe,400,144.9707325,-37.8091842,"(-37.8091842, 144.9707325)"
2016,78,108991,108991,267-271 Spring Street,Melbourne (CBD),Elm's Family Hotel,200,144.9714481,-37.8086111,"(-37.8086111, 144.9714481)"
2016,58,101230,101230,54-62 Bourke Street,Melbourne (CBD),Romeo Lane,25,144.9713808,-37.81156933,"(-37.81156933, 144.9713808)"
2016,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Partyworld,500,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2016,17,103592,103592,11-37 Exhibition Street,Melbourne (CBD),The Fair Trader Cafe,118,144.9717262,-37.81546152,"(-37.81546152, 144.9717262)"
2016,58,105657,105657,21 Liverpool Street,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,164,144.9712639,-37.81118056,"(-37.81118056, 144.9712639)"
2016,41,108965,108965,134-160 Spencer Street,Melbourne (CBD),The Savoy Tavern,594,144.953752,-37.81738969,"(-37.81738969, 144.953752)"
2016,66,109390,109390,264-266 Swanston Street,Melbourne (CBD),Goldilocks,300,144.9651474,-37.81181063,"(-37.81181063, 144.9651474)"
2016,6,578321,573333,2 Swanston Street,Melbourne (CBD),Beer De Luxe,1000,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2016,55,101194,101194,314-336 Bourke Street,Melbourne (CBD),Mural Hall,900,144.9638295,-37.81344503,"(-37.81344503, 144.9638295)"
2016,65,109292,109292,243-249 Swanston Street,Melbourne (CBD),The Lounge,212,144.9647365,-37.81230108,"(-37.81230108, 144.9647365)"
2016,55,109284,109284,191-205 Swanston Street,Melbourne (CBD),Cocoon Bar,200,144.9649993,-37.81309229,"(-37.81309229, 144.9649993)"
2016,55,109284,109284,191-205 Swanston Street,Melbourne (CBD),Black Opal,200,144.9649993,-37.81309229,"(-37.81309229, 144.9649993)"
2016,23,106436,106436,54-60 Market Street,Melbourne (CBD),R2 Restaurant & Bar,370,144.9608283,-37.81778076,"(-37.81778076, 144.9608283)"
2016,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Melbourne Central Lion Hotel,550,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2016,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Strike Melbourne Central,760,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2016,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hush Bar @ Melbourne Central,200,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2016,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Hoyts,300,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2016,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Idarts Hive,100,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2016,57,101218,101218,118-122 Bourke Street,Melbourne (CBD),Fireflies Club,72,144.969548,-37.81207418,"(-37.81207418, 144.969548)"
2016,46,105963,105963,196-212 Little Collins Street,Melbourne (CBD),Hairy Canary,50,144.9671568,-37.81384227,"(-37.81384227, 144.9671568)"
2016,46,108536,108536,115-127 Russell Street,Melbourne (CBD),Portland Hotel,414,144.9681892,-37.81367486,"(-37.81367486, 144.9681892)"
2016,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Mesa Verde,175,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2016,46,109413,109413,146 Swanston Street,Melbourne (CBD),Cabinet Bar ,90,144.9662039,-37.81417648,"(-37.81417648, 144.9662039)"
2016,55,101193,101193,338-352 Bourke Street,Melbourne (CBD),Alto Events,400,144.9632879,-37.81360425,"(-37.81360425, 144.9632879)"
2016,13,106435,106435,21-31 Market Street,Melbourne (CBD),The Trust,350,144.9604206,-37.81864585,"(-37.81864585, 144.9604206)"
2016,35,558610,558610,256 Collins Street,Melbourne (CBD),The Butterfly Club,190,144.9652914,-37.81552514,"(-37.81552514, 144.9652914)"
2016,66,109436,109436,27-29 Tattersalls Lane,Melbourne (CBD),Section 8 Bar,100,144.9653899,-37.81176167,"(-37.81176167, 144.9653899)"
2016,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),The Toff In Town,342,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2016,61,105858,105858,590-592 Little Bourke Street,Melbourne (CBD),Sorry Grandma,700,144.9546987,-37.81533836,"(-37.81533836, 144.9546987)"
2016,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Rooftop Cinema & Bar,200,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2016,12,105401,105401,14-20 King Street,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,660,144.9577148,-37.81977635,"(-37.81977635, 144.9577148)"
2016,76,589841,105749,221 Little Lonsdale Street,Melbourne (CBD),Father's Office,370,144.9657034,-37.810658,"(-37.810658, 144.9657034)"
2016,85,105746,105746,183-265 La Trobe Street,Melbourne (CBD),Equinox Bar Restaurant,80,144.9630189,-37.81073331,"(-37.81073331, 144.9630189)"
2016,65,105875,105875,318-322 Little Bourke Street,Melbourne (CBD),Penny Blue,85,144.9631276,-37.81292437,"(-37.81292437, 144.9631276)"
2016,66,105695,105695,239 Lonsdale Street,Melbourne (CBD),Ferdydurke,100,144.965378,-37.81159495,"(-37.81159495, 144.965378)"
2016,74,108103,108103,244-250 Queen Street,Melbourne (CBD),Bar 420,200,144.959964,-37.81269018,"(-37.81269018, 144.959964)"
2016,85,109304,109304,301-303 Swanston Street,Melbourne (CBD),Sahara Restaurant,140,144.9641938,-37.81107765,"(-37.81107765, 144.9641938)"
2016,85,102597,102597,2-20 Drewery Place,Melbourne (CBD),Baroq House,303,144.9639703,-37.81130304,"(-37.81130304, 144.9639703)"
2016,46,111394,111394,16-30 Russell Place,Melbourne (CBD),Bar Ampere,60,144.9674275,-37.81355434,"(-37.81355434, 144.9674275)"
2016,35,102141,102141,280-292 Collins Street,Melbourne (CBD),The Charles Dickens Tavern,450,144.9645574,-37.81567229,"(-37.81567229, 144.9645574)"
2016,46,101130,101130,193-199 Bourke Street,Melbourne (CBD),The Carlton Hotel,366,144.9676452,-37.81320485,"(-37.81320485, 144.9676452)"
2016,54,109954,109954,15-19 Warburton Lane,Melbourne (CBD),Murmur,50,144.9618462,-37.81381239,"(-37.81381239, 144.9618462)"
2016,85,102596,102596,22 Drewery Place,Melbourne (CBD),Sister Bellas,80,144.9638158,-37.81135,"(-37.81135, 144.9638158)"
2016,6,578324,573333,2 Swanston Street,Melbourne (CBD),Transport Hotel,600,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2016,6,578324,573333,2 Swanston Street,Melbourne (CBD),Transit Rooftop Bar,200,144.9699175,-37.81784465,"(-37.81784465, 144.9699175)"
2016,2530,616160,616160,265-271 Racecourse Road,Kensington,The Quiet Man Irish Pub,400,144.9323559,-37.78860982,"(-37.78860982, 144.9323559)"
2016,14,101099,101099,16-26 Bond Street,Melbourne (CBD),Bond Melbourne,500,144.9630575,-37.81814578,"(-37.81814578, 144.9630575)"
2016,66,109392,109392,248-258 Swanston Street,Melbourne (CBD),Cookie,300,144.9652504,-37.81199559,"(-37.81199559, 144.9652504)"
2016,45,105960,105960,318-322 Little Collins Street,Melbourne (CBD),New Guernica,380,144.9640121,-37.81488174,"(-37.81488174, 144.9640121)"
2016,72,110106,110106,263-267 William Street,Melbourne (CBD),Metropolitan Hotel,300,144.9565837,-37.81292397,"(-37.81292397, 144.9565837)"
